PoArea,PdArea,OrdLdMi,All-In
p_oarea_CA-SF,p_darea_CA-LA,353,654.97
p_oarea_CA-SF,p_darea_CA-LA,353,654.97
p_oarea_CA-SF,p_darea_CA-LA,351,654.26
p_oarea_CA-SF,p_darea_CA-LA,420,752.52
p_oarea_CA-SF,p_darea_CA-LA,374,661.26
p_oarea_CA-SF,p_darea_CA-LA,343,649.3
p_oarea_CA-SF,p_darea_CA-LA,343,649.3
p_oarea_CA-SF,p_darea_CA-LA,402,551.38
p_oarea_CA-SF,p_darea_CA-LA,374,661.26
p_oarea_CA-SF,p_darea_CA-LA,427,827.14
p_oarea_CA-SF,p_darea_CA-LA,352,654.03
p_oarea_CA-SF,p_darea_CA-LA,427,718.09
p_oarea_CA-SF,p_darea_CA-LA,427,722.4
p_oarea_CA-SF,p_darea_CA-LA,427,722.4
p_oarea_CA-SF,p_darea_CA-LA,427,722.4
p_oarea_CA-SF,p_darea_CA-LA,425,760.06
p_oarea_CA-SF,p_darea_CA-LA,425,758.28
p_oarea_CA-SF,p_darea_CA-LA,351,654.97
p_oarea_CA-SF,p_darea_CA-LA,362,614.16
p_oarea_CA-SF,p_darea_CA-LA,362,614.16
p_oarea_CA-SF,p_darea_CA-LA,343,649.96
p_oarea_CA-SF,p_darea_CA-LA,389,662.38
p_oarea_CA-SF,p_darea_CA-LA,424,844.84
p_oarea_CA-SF,p_darea_CA-LA,403,1180.09
p_oarea_CA-SF,p_darea_CA-LA,403,1180.09
p_oarea_CA-SF,p_darea_CA-LA,403,1180.09
p_oarea_CA-SF,p_darea_CA-LA,403,1180.09
p_oarea_CA-SF,p_darea_CA-LA,343,649.96
p_oarea_CA-SF,p_darea_CA-LA,343,629.92
p_oarea_CA-SF,p_darea_CA-LA,343,629.92
p_oarea_CA-SF,p_darea_CA-LA,386,663.48
p_oarea_CA-SF,p_darea_CA-LA,351,654.97
p_oarea_CA-SF,p_darea_CA-LA,351,654.97
p_oarea_CA-SF,p_darea_CA-LA,351,654.97
p_oarea_CA-SF,p_darea_CA-LA,380,662.01
p_oarea_CA-SF,p_darea_CA-LA,427,722.4
p_oarea_CA-SF,p_darea_CA-LA,424,762.54
p_oarea_CA-SF,p_darea_CA-LA,425,758.28
p_oarea_CA-SF,p_darea_CA-LA,391,791.85
p_oarea_CA-SF,p_darea_CA-LA,389,732.26
p_oarea_CA-SF,p_darea_CA-LA,420,751.8
p_oarea_CA-SF,p_darea_CA-LA,424,762.54
p_oarea_CA-SF,p_darea_CA-LA,351,659.18
p_oarea_CA-SF,p_darea_CA-LA,424,762.54
p_oarea_CA-SF,p_darea_CA-LA,424,762.54
p_oarea_CA-SF,p_darea_CA-LA,374,666.54
p_oarea_CA-SF,p_darea_CA-LA,374,666.54
p_oarea_CA-SF,p_darea_CA-LA,374,666.54
p_oarea_CA-SF,p_darea_CA-LA,351,659.18
p_oarea_CA-SF,p_darea_CA-LA,427,726.71
p_oarea_CA-SF,p_darea_CA-LA,386,979.8
p_oarea_CA-SF,p_darea_CA-LA,425,762.54
p_oarea_CA-SF,p_darea_CA-LA,394,736.78
p_oarea_CA-SF,p_darea_CA-LA,420,756
p_oarea_CA-SF,p_darea_CA-LA,426,762.54
p_oarea_CA-SF,p_darea_CA-LA,375,669.82
p_oarea_CA-SF,p_darea_CA-LA,344,655.31
p_oarea_CA-SF,p_darea_CA-LA,424,766.8
p_oarea_CA-SF,p_darea_CA-LA,427,726.71
p_oarea_CA-SF,p_darea_CA-LA,374,668.04
p_oarea_CA-SF,p_darea_CA-LA,425,729.45
p_oarea_CA-SF,p_darea_CA-LA,424,766.8
p_oarea_CA-SF,p_darea_CA-LA,427,731.02
p_oarea_CA-SF,p_darea_CA-LA,427,731.02
p_oarea_CA-SF,p_darea_CA-LA,351,663.39
p_oarea_CA-SF,p_darea_CA-LA,403,919.94
p_oarea_CA-SF,p_darea_CA-LA,374,671.06
p_oarea_CA-SF,p_darea_CA-LA,389,679.38
p_oarea_CA-SF,p_darea_CA-LA,343,657.98
p_oarea_CA-SF,p_darea_CA-LA,420,756
p_oarea_CA-SF,p_darea_CA-LA,424,766.8
p_oarea_CA-SF,p_darea_CA-LA,343,657.98
p_oarea_CA-SF,p_darea_CA-LA,351,663.39
p_oarea_CA-SF,p_darea_CA-LA,400,747.72
p_oarea_CA-SF,p_darea_CA-LA,389,711.15
p_oarea_CA-SF,p_darea_CA-LA,425,734.08
p_oarea_CA-SF,p_darea_CA-LA,389,736.15
p_oarea_CA-SF,p_darea_CA-LA,425,766.8
p_oarea_CA-SF,p_darea_CA-LA,424,766.8
p_oarea_CA-SF,p_darea_CA-LA,374,671.06
p_oarea_CA-SF,p_darea_CA-LA,362,622.8
p_oarea_CA-SF,p_darea_CA-LA,425,734.08
p_oarea_CA-SF,p_darea_CA-LA,403,930.85
p_oarea_CA-SF,p_darea_CA-LA,403,930.85
p_oarea_CA-SF,p_darea_CA-LA,399,747.72
p_oarea_CA-SF,p_darea_CA-LA,374,672.57
p_oarea_CA-SF,p_darea_CA-LA,425,733.72
p_oarea_CA-SF,p_darea_CA-LA,375,695.6
p_oarea_CA-SF,p_darea_CA-LA,375,729.5
p_oarea_CA-SF,p_darea_CA-LA,375,729.5
p_oarea_CA-SF,p_darea_CA-LA,424,771.06
p_oarea_CA-SF,p_darea_CA-LA,295,633.39
p_oarea_CA-SF,p_darea_CA-LA,399,940.42
p_oarea_CA-SF,p_darea_CA-LA,399,940.42
p_oarea_CA-SF,p_darea_CA-LA,351,664.79
p_oarea_CA-SF,p_darea_CA-LA,399,751.74
p_oarea_CA-SF,p_darea_CA-LA,375,699.3
p_oarea_CA-SF,p_darea_CA-LA,375,699.3
p_oarea_CA-SF,p_darea_CA-LA,375,699.3
p_oarea_CA-SF,p_darea_CA-LA,375,699.3
p_oarea_CA-SF,p_darea_CA-LA,375,699.3
p_oarea_CA-SF,p_darea_CA-LA,427,731.02
p_oarea_CA-SF,p_darea_CA-LA,425,733.72
p_oarea_CA-SF,p_darea_CA-LA,374,672.57
p_oarea_CA-SF,p_darea_CA-LA,393,746.55
p_oarea_CA-SF,p_darea_CA-LA,420,756
p_oarea_CA-SF,p_darea_CA-LA,402,759.22
p_oarea_CA-SF,p_darea_CA-LA,399,751.74
p_oarea_CA-SF,p_darea_CA-LA,343,661.32
p_oarea_CA-SF,p_darea_CA-LA,389,675.5
p_oarea_CA-SF,p_darea_CA-LA,343,661.32
p_oarea_CA-SF,p_darea_CA-LA,353,666.9
p_oarea_CA-SF,p_darea_CA-LA,420,869.4
p_oarea_CA-SF,p_darea_CA-LA,380,674.83
p_oarea_CA-SF,p_darea_CA-LA,380,674.83
p_oarea_CA-SF,p_darea_CA-LA,374,674.83
p_oarea_CA-SF,p_darea_CA-LA,425,878.36
p_oarea_CA-SF,p_darea_CA-LA,425,882.62
p_oarea_CA-SF,p_darea_CA-LA,351,666.9
p_oarea_CA-SF,p_darea_CA-LA,389,675.5
p_oarea_CA-SF,p_darea_CA-LA,351,666.9
p_oarea_CA-SF,p_darea_CA-LA,351,666.9
p_oarea_CA-SF,p_darea_CA-LA,278,625.12
p_oarea_CA-SF,p_darea_CA-LA,425,882.62
p_oarea_CA-SF,p_darea_CA-LA,362,630.72
p_oarea_CA-SF,p_darea_CA-LA,351,671.11
p_oarea_CA-SF,p_darea_CA-LA,403,1443.08
p_oarea_CA-SF,p_darea_CA-LA,352,670.78
p_oarea_CA-SF,p_darea_CA-LA,400,853
p_oarea_CA-SF,p_darea_CA-LA,380,679.35
p_oarea_CA-SF,p_darea_CA-LA,431,896.31
p_oarea_CA-SF,p_darea_CA-LA,431,896.31
p_oarea_CA-SF,p_darea_CA-LA,420,873.6
p_oarea_CA-SF,p_darea_CA-LA,389,838.93
p_oarea_CA-SF,p_darea_CA-LA,426,882.62
p_oarea_CA-SF,p_darea_CA-LA,426,882.62
p_oarea_CA-SF,p_darea_CA-LA,426,882.62
p_oarea_CA-SF,p_darea_CA-LA,374,679.35
p_oarea_CA-SF,p_darea_CA-LA,380,679.35
p_oarea_CA-SF,p_darea_CA-LA,353,671.11
p_oarea_CA-SF,p_darea_CA-LA,353,671.11
p_oarea_CA-SF,p_darea_CA-LA,425,882.62
p_oarea_CA-SF,p_darea_CA-LA,425,882.62
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,420,873.6
p_oarea_CA-SF,p_darea_CA-LA,425,882.62
p_oarea_CA-SF,p_darea_CA-LA,374,680.86
p_oarea_CA-SF,p_darea_CA-LA,425,882.99
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,389,682.45
p_oarea_CA-SF,p_darea_CA-LA,380,681.62
p_oarea_CA-SF,p_darea_CA-LA,379,681.62
p_oarea_CA-SF,p_darea_CA-LA,351,673.22
p_oarea_CA-SF,p_darea_CA-LA,374,681.62
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,395,783
p_oarea_CA-SF,p_darea_CA-LA,387,754
p_oarea_CA-SF,p_darea_CA-LA,403,805.02
p_oarea_CA-SF,p_darea_CA-LA,403,805.02
p_oarea_CA-SF,p_darea_CA-LA,403,805.02
p_oarea_CA-SF,p_darea_CA-LA,403,805.02
p_oarea_CA-SF,p_darea_CA-LA,427,735.33
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,328,571.26
p_oarea_CA-SF,p_darea_CA-LA,343,669.34
p_oarea_CA-SF,p_darea_CA-LA,351,675.32
p_oarea_CA-SF,p_darea_CA-LA,388,684.76
p_oarea_CA-SF,p_darea_CA-LA,374,683.88
p_oarea_CA-SF,p_darea_CA-LA,392,778.05
p_oarea_CA-SF,p_darea_CA-LA,420,877.8
p_oarea_CA-SF,p_darea_CA-LA,402,878.71
p_oarea_CA-SF,p_darea_CA-LA,335,569.96
p_oarea_CA-SF,p_darea_CA-LA,351,675.32
p_oarea_CA-SF,p_darea_CA-LA,380,683.88
p_oarea_CA-SF,p_darea_CA-LA,351,675.32
p_oarea_CA-SF,p_darea_CA-LA,335,570.81
p_oarea_CA-SF,p_darea_CA-LA,374,685.39
p_oarea_CA-SF,p_darea_CA-LA,374,685.39
p_oarea_CA-SF,p_darea_CA-LA,387,760.5
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,355,585
p_oarea_CA-SF,p_darea_CA-LA,374,685.39
p_oarea_CA-SF,p_darea_CA-LA,399,727.28
p_oarea_CA-SF,p_darea_CA-LA,402,879.12
p_oarea_CA-SF,p_darea_CA-LA,425,775.14
p_oarea_CA-SF,p_darea_CA-LA,425,775.14
p_oarea_CA-SF,p_darea_CA-LA,351,676.73
p_oarea_CA-SF,p_darea_CA-LA,425,775.14
p_oarea_CA-SF,p_darea_CA-LA,420,769.33
p_oarea_CA-SF,p_darea_CA-LA,351,678.13
p_oarea_CA-SF,p_darea_CA-LA,351,678.13
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,352,683.39
p_oarea_CA-SF,p_darea_CA-LA,344,672.01
p_oarea_CA-SF,p_darea_CA-LA,344,672.01
p_oarea_CA-SF,p_darea_CA-LA,295,690.24
p_oarea_CA-SF,p_darea_CA-LA,335,583.49
p_oarea_CA-SF,p_darea_CA-LA,352,677.76
p_oarea_CA-SF,p_darea_CA-LA,351,678.13
p_oarea_CA-SF,p_darea_CA-LA,374,686.89
p_oarea_CA-SF,p_darea_CA-LA,374,686.89
p_oarea_CA-SF,p_darea_CA-LA,386,690.08
p_oarea_CA-SF,p_darea_CA-LA,425,775.14
p_oarea_CA-SF,p_darea_CA-LA,425,775.14
p_oarea_CA-SF,p_darea_CA-LA,427,739.64
p_oarea_CA-SF,p_darea_CA-LA,427,748.26
p_oarea_CA-SF,p_darea_CA-LA,427,748.26
p_oarea_CA-SF,p_darea_CA-LA,427,748.26
p_oarea_CA-SF,p_darea_CA-LA,402,881.56
p_oarea_CA-SF,p_darea_CA-LA,380,688.4
p_oarea_CA-SF,p_darea_CA-LA,402,887.67
p_oarea_CA-SF,p_darea_CA-LA,420,773.54
p_oarea_CA-SF,p_darea_CA-LA,427,748.26
p_oarea_CA-SF,p_darea_CA-LA,427,752.57
p_oarea_CA-SF,p_darea_CA-LA,427,752.57
p_oarea_CA-SF,p_darea_CA-LA,427,752.57
p_oarea_CA-SF,p_darea_CA-LA,374,693.68
p_oarea_CA-SF,p_darea_CA-LA,295,799
p_oarea_CA-SF,p_darea_CA-LA,295,799
p_oarea_CA-SF,p_darea_CA-LA,374,693.68
p_oarea_CA-SF,p_darea_CA-LA,427,752.57
p_oarea_CA-SF,p_darea_CA-LA,427,761.19
p_oarea_CA-SF,p_darea_CA-LA,427,761.19
p_oarea_CA-SF,p_darea_CA-LA,427,761.19
p_oarea_CA-SF,p_darea_CA-LA,295,799
p_oarea_CA-SF,p_darea_CA-LA,387,786.5
p_oarea_CA-SF,p_darea_CA-LA,387,786.5
p_oarea_CA-SF,p_darea_CA-LA,295,800.81
p_oarea_CA-SF,p_darea_CA-LA,402,891.74
p_oarea_CA-SF,p_darea_CA-LA,295,800.59
p_oarea_CA-SF,p_darea_CA-LA,295,800.59
p_oarea_CA-SF,p_darea_CA-LA,374,698.96
p_oarea_CA-SF,p_darea_CA-LA,380,698.96
p_oarea_CA-SF,p_darea_CA-LA,380,698.96
p_oarea_CA-SF,p_darea_CA-LA,351,689.36
p_oarea_CA-SF,p_darea_CA-LA,295,800.59
p_oarea_CA-SF,p_darea_CA-LA,387,786.5
p_oarea_CA-SF,p_darea_CA-LA,351,689.36
p_oarea_CA-SF,p_darea_CA-LA,295,801.13
p_oarea_CA-SF,p_darea_CA-LA,395,817.4
p_oarea_CA-SF,p_darea_CA-LA,351,696.38
p_oarea_CA-SF,p_darea_CA-LA,295,801.13
p_oarea_CA-SF,p_darea_CA-LA,420,794.56
p_oarea_CA-SF,p_darea_CA-LA,427,761.19
p_oarea_CA-SF,p_darea_CA-LA,427,769.81
p_oarea_CA-SF,p_darea_CA-LA,427,769.81
p_oarea_CA-SF,p_darea_CA-LA,427,769.81
p_oarea_CA-SF,p_darea_CA-LA,351,696.38
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,295,753.63
p_oarea_CA-SF,p_darea_CA-LA,295,753.63
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,400,816.75
p_oarea_CA-SF,p_darea_CA-LA,400,816.75
p_oarea_CA-SF,p_darea_CA-LA,400,816.75
p_oarea_CA-SF,p_darea_CA-LA,343,689.38
p_oarea_CA-SF,p_darea_CA-LA,392,804.65
p_oarea_CA-SF,p_darea_CA-LA,425,804.96
p_oarea_CA-SF,p_darea_CA-LA,389,771.2
p_oarea_CA-SF,p_darea_CA-LA,352,702.89
p_oarea_CA-SF,p_darea_CA-LA,402,901.91
p_oarea_CA-SF,p_darea_CA-LA,380,714.04
p_oarea_CA-SF,p_darea_CA-LA,379,714.04
p_oarea_CA-SF,p_darea_CA-LA,399,815.9
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,380,714.04
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,331,690.54
p_oarea_CA-SF,p_darea_CA-LA,331,693.88
p_oarea_CA-SF,p_darea_CA-LA,331,693.88
p_oarea_CA-SF,p_darea_CA-LA,331,693.88
p_oarea_CA-SF,p_darea_CA-LA,331,693.88
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,427,769.81
p_oarea_CA-SF,p_darea_CA-LA,427,774.12
p_oarea_CA-SF,p_darea_CA-LA,427,774.12
p_oarea_CA-SF,p_darea_CA-LA,427,774.12
p_oarea_CA-SF,p_darea_CA-LA,420,798.76
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,351,703.4
p_oarea_CA-SF,p_darea_CA-LA,396,817.4
p_oarea_CA-SF,p_darea_CA-LA,389,778.99
p_oarea_CA-SF,p_darea_CA-LA,374,715.12
p_oarea_CA-SF,p_darea_CA-LA,433,860.1
p_oarea_CA-SF,p_darea_CA-LA,433,860.1
p_oarea_CA-SF,p_darea_CA-LA,374,719.32
p_oarea_CA-SF,p_darea_CA-LA,292,759.39
p_oarea_CA-SF,p_darea_CA-LA,427,774.12
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,433,860.1
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,351,711.83
p_oarea_CA-SF,p_darea_CA-LA,353,711.83
p_oarea_CA-SF,p_darea_CA-LA,353,711.83
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,351,711.83
p_oarea_CA-SF,p_darea_CA-LA,380,723.09
p_oarea_CA-SF,p_darea_CA-LA,380,723.09
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,374,723.09
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,399,820.69
p_oarea_CA-SF,p_darea_CA-LA,343,704.07
p_oarea_CA-SF,p_darea_CA-LA,352,711.26
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,343,702.07
p_oarea_CA-SF,p_darea_CA-LA,425,925.69
p_oarea_CA-SF,p_darea_CA-LA,420,806.17
p_oarea_CA-SF,p_darea_CA-LA,336,709.17
p_oarea_CA-SF,p_darea_CA-LA,356,719.58
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,402,901.91
p_oarea_CA-SF,p_darea_CA-LA,352,709.17
p_oarea_CA-SF,p_darea_CA-LA,420,802.96
p_oarea_CA-SF,p_darea_CA-LA,399,889.97
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,399,816.33
p_oarea_CA-SF,p_darea_CA-LA,399,816.33
p_oarea_CA-SF,p_darea_CA-LA,420,802.96
p_oarea_CA-SF,p_darea_CA-LA,351,707.5
p_oarea_CA-SF,p_darea_CA-LA,356,716
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,400,816.75
p_oarea_CA-SF,p_darea_CA-LA,374,719.32
p_oarea_CA-SF,p_darea_CA-LA,352,707.77
p_oarea_CA-SF,p_darea_CA-LA,397,810.7
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,420,914.04
p_oarea_CA-SF,p_darea_CA-LA,420,802.96
p_oarea_CA-SF,p_darea_CA-LA,356,722
p_oarea_CA-SF,p_darea_CA-LA,343,699.4
p_oarea_CA-SF,p_darea_CA-LA,362,667.44
p_oarea_CA-SF,p_darea_CA-LA,356,716
p_oarea_CA-SF,p_darea_CA-LA,433,853.05
p_oarea_CA-SF,p_darea_CA-LA,349,708.4
p_oarea_CA-SF,p_darea_CA-LA,433,853.05
p_oarea_CA-SF,p_darea_CA-LA,433,853.05
p_oarea_CA-SF,p_darea_CA-LA,392,804.65
p_oarea_CA-SF,p_darea_CA-LA,420,802.96
p_oarea_CA-SF,p_darea_CA-LA,425,809.26
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,425,809.21
p_oarea_CA-SF,p_darea_CA-LA,343,699.4
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,400,816.75
p_oarea_CA-SF,p_darea_CA-LA,343,699.4
p_oarea_CA-SF,p_darea_CA-LA,343,699.4
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,436,774.35
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,387,786.5
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,351,706.91
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,374,717.81
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,392,811.3
p_oarea_CA-SF,p_darea_CA-LA,343,699.4
p_oarea_CA-SF,p_darea_CA-LA,392,811.3
p_oarea_CA-SF,p_darea_CA-LA,389,782.88
p_oarea_CA-SF,p_darea_CA-LA,380,812.7
p_oarea_CA-SF,p_darea_CA-LA,351,775.26
p_oarea_CA-SF,p_darea_CA-LA,329,733.6
p_oarea_CA-SF,p_darea_CA-LA,425,813.47
p_oarea_CA-SF,p_darea_CA-LA,394,885.18
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,399,893.99
p_oarea_CA-SF,p_darea_CA-LA,399,893.99
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,436,778.78
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,778.43
p_oarea_CA-SF,p_darea_CA-LA,427,782.74
p_oarea_CA-SF,p_darea_CA-LA,427,782.74
p_oarea_CA-SF,p_darea_CA-LA,427,782.74
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,387,793
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,351,708.32
p_oarea_CA-SF,p_darea_CA-LA,380,719.32
p_oarea_CA-SF,p_darea_CA-LA,422,912.26
p_oarea_CA-SF,p_darea_CA-LA,422,912.26
p_oarea_CA-SF,p_darea_CA-LA,389,782.88
p_oarea_CA-SF,p_darea_CA-LA,389,782.88
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,425,813.47
p_oarea_CA-SF,p_darea_CA-LA,425,813.47
p_oarea_CA-SF,p_darea_CA-LA,407,912.86
p_oarea_CA-SF,p_darea_CA-LA,407,912.86
p_oarea_CA-SF,p_darea_CA-LA,407,912.86
p_oarea_CA-SF,p_darea_CA-LA,362,668.88
p_oarea_CA-SF,p_darea_CA-LA,426,924
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,407,912.86
p_oarea_CA-SF,p_darea_CA-LA,397,891.78
p_oarea_CA-SF,p_darea_CA-LA,343,703.4
p_oarea_CA-SF,p_darea_CA-LA,422,912.26
p_oarea_CA-SF,p_darea_CA-LA,351,711.13
p_oarea_CA-SF,p_darea_CA-LA,351,711.13
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,389,782.88
p_oarea_CA-SF,p_darea_CA-LA,425,817.73
p_oarea_CA-SF,p_darea_CA-LA,420,807.17
p_oarea_CA-SF,p_darea_CA-LA,420,811.37
p_oarea_CA-SF,p_darea_CA-LA,368,809.1
p_oarea_CA-SF,p_darea_CA-LA,425,813.47
p_oarea_CA-SF,p_darea_CA-LA,424,925.29
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,436,783.21
p_oarea_CA-SF,p_darea_CA-LA,352,714.75
p_oarea_CA-SF,p_darea_CA-LA,351,780.57
p_oarea_CA-SF,p_darea_CA-LA,394,892.26
p_oarea_CA-SF,p_darea_CA-LA,425,817.73
p_oarea_CA-SF,p_darea_CA-LA,351,715.34
p_oarea_CA-SF,p_darea_CA-LA,399,929.54
p_oarea_CA-SF,p_darea_CA-LA,352,714.75
p_oarea_CA-SF,p_darea_CA-LA,420,811.37
p_oarea_CA-SF,p_darea_CA-LA,403,896.15
p_oarea_CA-SF,p_darea_CA-LA,420,811.37
p_oarea_CA-SF,p_darea_CA-LA,389,786.77
p_oarea_CA-SF,p_darea_CA-LA,392,817.95
p_oarea_CA-SF,p_darea_CA-LA,427,782.74
p_oarea_CA-SF,p_darea_CA-LA,351,715.34
p_oarea_CA-SF,p_darea_CA-LA,420,916.6
p_oarea_CA-SF,p_darea_CA-LA,402,905.38
